code,description,periods,time_max_parking,time_start,time_end,time_duration,lun,mar,mer,jeu,ven,sam,dim,daily,special_days,restrict_types,permit_no
R8-SBOX-7,SHUTTLE BUS ONLY,,,0,24,24,,,,,,,,1,,bus,
R8-SBOX-8,"15 M SHUTTLE BUS ONLY 7A-8P EXC SUN-HOL VALID PERMIT ONLY, TAZ",,,7,20,13,1,1,1,1,1,1,,,,bus,
R8-SBOX-9,"15 M SHUTTLE BUS ONLY VALID PERMIT ONLY, TAZ",,,0,24,24,,,,,,,,1,,bus,
R8-SBOX-10,"15 M SHUTTLE BUS ONLY MON-FRI VALID PERMIT ONLY, PAY @ PS 8AM-8PM SAT",,,0,24,24,1,1,1,1,1,,,,,bus,
R8-SBOX-10,"15 M SHUTTLE BUS ONLY MON-FRI VALID PERMIT ONLY, PAY @ PS 8AM-8PM SAT",,,8,20,12,,,,,,1,,,,,
R8-SBOX-11,"15 M SHUTTLE BUS ONLY 6A-8P MON-FRI VALID PERMIT ONLY, PAY @ PS 8A-6P SAT",,,6,20,14,1,1,1,1,1,,,,,bus,
R8-SBOX-11,"15 M SHUTTLE BUS ONLY 6A-8P MON-FRI VALID PERMIT ONLY, PAY @ PS 8A-6P SAT",,,8,18,10,,,,,,1,,,,,
R8-SBOX-12,SHUTTLE BUS ONLY 6-10AM MON-FRI VALID PERMIT ONL,,,6,10,4,1,1,1,1,1,,,,,bus,
R8-SBOX-13,"15 M SHUTTLE BUS ONLY 7AM-8PM MON-FRI VALID PERMIT ONLY, PAY @ PS 8AM-6PM SAT",,,7,20,13,1,1,1,1,1,,,,,bus,
R8-SBOX-13,"15 M SHUTTLE BUS ONLY 7AM-8PM MON-FRI VALID PERMIT ONLY, PAY @ PS 8AM-6PM SAT",,,8,18,10,,,,,,1,,,,,
R8-SBOX-14,SHUTTLE BUS ONLY 6-10AM 4-9AM MON-FRI VALID PERMIT ONLY,,,6,10,4,1,1,1,1,1,,,,,bus,
R8-SBOX-14,SHUTTLE BUS ONLY 6-10AM 4-9AM MON-FRI VALID PERMIT ONLY,,,4,21,17,1,1,1,1,1,,,,,bus,
R8-SBOX-15,15 MINUTE SHUTTLE BUS ONLY 5-9PM MON-FRI VALID PERMIT ONLY PAY AT PAY STATION 8AM-5PM MON-FRI 8AM-8PM SAT,,,17,21,4,1,1,1,1,1,,,,,bus,
R8-SBOX-15,15 MINUTE SHUTTLE BUS ONLY 5-9PM MON-FRI VALID PERMIT ONLY PAY AT PAY STATION 8AM-5PM MON-FRI 8AM-8PM SAT,,,8,17,9,1,1,1,1,1,,,,,,
R8-SBOX-15,15 MINUTE SHUTTLE BUS ONLY 5-9PM MON-FRI VALID PERMIT ONLY PAY AT PAY STATION 8AM-5PM MON-FRI 8AM-8PM SAT,,,8,20,12,,,,,,1,,,,,
R8-SBOX-16,"15 M SHUTTLE BUS ONLY 6A-8P MON-FRI VALID PERMIT ONLY, PAY @ PS 8A-6P SAT",,,6,20,14,1,1,1,1,1,,,,,bus,
R8-SBOX-16,"15 M SHUTTLE BUS ONLY 6A-8P MON-FRI VALID PERMIT ONLY, PAY @ PS 8A-6P SAT",,,8,18,10,,,,,,1,,,,,
R8-SBOX-17,15 MINUTE SHUTTLE BUS ONLY 5-9PM MON-FRI VALID PERMIT ONLY PAY AT PAY STATION 8AM-5PM MON-FRI 8AM-8PM SAT,,,17,21,4,1,1,1,1,1,,,,,bus,
R8-SBOX-17,15 MINUTE SHUTTLE BUS ONLY 5-9PM MON-FRI VALID PERMIT ONLY PAY AT PAY STATION 8AM-5PM MON-FRI 8AM-8PM SAT,,,8,17,9,1,1,1,1,1,,,,,,
R8-SBOX-17,15 MINUTE SHUTTLE BUS ONLY 5-9PM MON-FRI VALID PERMIT ONLY PAY AT PAY STATION 8AM-5PM MON-FRI 8AM-8PM SAT,,,8,20,12,,,,,,1,,,,,
R8-SBOX-18,"15 M SHUTTLE BUS ONLY 7AM-8PM MON-FRI VALID PERMIT ONLY, PAY @ PS 8AM-6PM SAT",,,7,20,13,1,1,1,1,1,,,,,bus,
R8-SBOX-18,"15 M SHUTTLE BUS ONLY 7AM-8PM MON-FRI VALID PERMIT ONLY, PAY @ PS 8AM-6PM SAT",,,8,18,10,,,,,,1,,,,,
R8-SBOX-19,SHUTTLE BUS ONLY 7AM-11PM MON-FRI VALID PERMIT ONLY,,,7,23,16,1,1,1,1,1,,,,,bus,
R8-SCHBUS7,SCHOOL BUS ONLY 8AM-5PM,,,8,17,9,,,,,,,,1,,bus,
R8-SCHBUS7-1,SCHOOL BUS ONLY 7-9AM 1-3PM,,,7,9,2,,,,,,,,1,,bus,
R8-SCHBUS7-1,SCHOOL BUS ONLY 7-9AM 1-3PM,,,13,15,2,,,,,,,,1,,bus,
R8-SCHBUS7-2,SCHOOL BUS ONLY 7AM-7PM,,,7,19,12,,,,,,,,1,,bus,
R8-SCHBUS7-3,SCHOOL BUS ONLY 7-9AM 3-6PM,,,7,9,2,,,,,,,,1,,bus,
R8-SCHBUS7-3,SCHOOL BUS ONLY 7-9AM 3-6PM,,,15,18,3,,,,,,,,1,,bus,
R8-SCHBUS7-4,SCHOOL BUS ONLY 8-10AM,,,8,10,2,,,,,,,,1,,bus,
R8-SCHBUS7-5,SCHOOL BUS ONLY 7-9AM 1-3PM EXC SAT-SUN-HOL,,,7,9,2,1,1,1,1,1,,,,,bus,
R8-SCHBUS7-5,SCHOOL BUS ONLY 7-9AM 1-3PM EXC SAT-SUN-HOL,,,13,15,2,1,1,1,1,1,,,,,bus,
R8-SCHBUS7-6,SCHOOL BUS ONLY 7-9A 3-6P EXC SAT-SUN-HOL,,,7,9,2,1,1,1,1,1,,,,,bus,
R8-SCHBUS7-6,SCHOOL BUS ONLY 7-9A 3-6P EXC SAT-SUN-HOL,,,15,18,3,1,1,1,1,1,,,,,bus,
R8-SCHBUS7-7,SCHOOL BUS ONLY 7AM-6PM,,,7,18,11,,,,,,,,1,,bus,
R8-SCHBUS7-8,"SCHOOL BUS ONLY 7-9AM,2-4PM",,,7,9,2,,,,,,,,1,,bus,
R8-SCHBUS7-8,"SCHOOL BUS ONLY 7-9AM,2-4PM",,,14,16,2,,,,,,,,1,,bus,
R8-SCHBUS7-9,SCHOOL BUS ONLY 1-3PM,,,13,15,2,,,,,,,,1,,bus,
R8-SCHBUS7-10,SCHOOL BUS ONLY 7AM-4PM,,,7,16,9,,,,,,,,1,,bus,
R8-SCHBUS7-11,SCHOOL BUS ONLY 9AM-3PM,,,9,15,6,,,,,,,,1,,bus,
R8-SCHBUS7-12,SCHOOL BUS ONLY 8-10AM,,,8,10,2,,,,,,,,1,,bus,
R8-SCHBUS7-13,SCHOOL BUS ONLY 2-4PM,,,14,16,2,,,,,,,,1,,bus,
R8-SCHBUS7-14,SCHOOL BUS ONLY 8-10AM 2-4PM,,,8,10,2,,,,,,,,1,,bus,
R8-SCHBUS7-14,SCHOOL BUS ONLY 8-10AM 2-4PM,,,14,16,2,,,,,,,,1,,bus,
R8-SCHBUS7-15,SCHOOL BUS ONLY 8-10A 2-4P EXC SAT-SUN-HOL,,,8,10,2,1,1,1,1,1,,,,,bus,
R8-SCHBUS8,SCHOOL BUS ONLY 8-10A 2-4P EXC SAT-SUN-HOL,,,14,16,2,1,1,1,1,1,,,,,bus,
R8-SCHBUS8-1,SCHOOL BUS ONLY 7-10A 2-4P EXC SAT-SUN-HOL,,,7,10,3,1,1,1,1,1,,,,,bus,
R8-SCHBUS8-1,SCHOOL BUS ONLY 7-10A 2-4P EXC SAT-SUN-HOL,,,14,16,2,1,1,1,1,1,,,,,bus,
R8-SCHBUS8-2,SCHOOL BUS ONLY 8-10A 2-4P,,,8,10,2,,,,,,,,1,,bus,
R8-SCHBUS8-2,SCHOOL BUS ONLY 8-10A 2-4P,,,14,16,2,,,,,,,,1,,bus,
R8-SCHBUSB,"[LOGO] BUS, SCHOOL BUS ONLY 7-9A 2-4P EXC SAT-SUN-HOL",,,7,9,2,1,1,1,1,1,,,,,bus,
R8-SCHBUSB,"[LOGO] BUS, SCHOOL BUS ONLY 7-9A 2-4P EXC SAT-SUN-HOL",,,14,16,2,1,1,1,1,1,,,,,bus,
R8-SCHBUSB-1,"[LOGO] BUS, SCHOOL BUS ONLY 7-10A 1-5P EXC SAT-SUN-HOL",,,7,10,3,1,1,1,1,1,,,,,bus,
R8-SCHBUSB-1,"[LOGO] BUS, SCHOOL BUS ONLY 7-10A 1-5P EXC SAT-SUN-HOL",,,13,17,4,1,1,1,1,1,,,,,bus,
R8-SCHBUSX,"SCHOOL BUS ONLY 7-10 AM, 1-5 PM EXCEPT SAT-SUN-HOL",,,7,10,3,1,1,1,1,1,,,,,bus,
R8-SCHBUSX,"SCHOOL BUS ONLY 7-10 AM, 1-5 PM EXCEPT SAT-SUN-HOL",,,13,17,4,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-1,SCHOOL BUS ONLY 7-9 AM 2-5 PM EXCEPT SAT-SUN-HOL,,,7,9,2,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-1,SCHOOL BUS ONLY 7-9 AM 2-5 PM EXCEPT SAT-SUN-HOL,,,14,17,3,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-2,SCHOOL BUS ONLY 7-10A 2-4P EXC SAT-SUN-HOL,,,7,10,3,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-2,SCHOOL BUS ONLY 7-10A 2-4P EXC SAT-SUN-HOL,,,14,16,2,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-3,SCHOOL BUS ONLY 8-10AM 2-4PM EXCEPT SAT-SUN-HOL SEPT THRU JUNE,"09-01,06-30",,8,10,2,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-3,SCHOOL BUS ONLY 8-10AM 2-4PM EXCEPT SAT-SUN-HOL SEPT THRU JUNE,"09-01,06-30",,14,16,2,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-4,"SCHOOL, BUS, ONLY, 7-9 AM, 2-4 PM, EXCEPT SAT-SUN-HOL",,,7,9,2,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-4,"SCHOOL, BUS, ONLY, 7-9 AM, 2-4 PM, EXCEPT SAT-SUN-HOL",,,14,16,2,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-5,SCHOOL BUS ONLY 7-10 AM 3-5 PM EXCEPT SAT-SUN-HOL,,,7,10,3,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-5,SCHOOL BUS ONLY 7-10 AM 3-5 PM EXCEPT SAT-SUN-HOL,,,15,17,2,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-6,SCHOOL BUS ONLY 7 AM- 9 AM 1 PM - 3 PM EXCEPT SAT-SUN-HOL,,,7,9,2,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-6,SCHOOL BUS ONLY 7 AM- 9 AM 1 PM - 3 PM EXCEPT SAT-SUN-HOL,,,13,15,2,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-7,"SCHOOL, BUS, ONLY, 8-10AM, 2-4PM, EXCEPT SAT-SUN-HOL, SEPT THRU JUNE","09-01,06-30",,8,10,2,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-7,"SCHOOL, BUS, ONLY, 8-10AM, 2-4PM, EXCEPT SAT-SUN-HOL, SEPT THRU JUNE","09-01,06-30",,14,16,2,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-8,SCHOOL BUS ONLY 8A-4P,,,8,16,8,,,,,,,,1,,bus,
R8-SCHBUSX-9,SCHOOL BUS ONLY 7-10AM 1-4PM,,,7,10,3,,,,,,,,1,,bus,
R8-SCHBUSX-9,SCHOOL BUS ONLY 7-10AM 1-4PM,,,13,16,3,,,,,,,,1,,bus,
R8-SCHBUSX-10,SCHOOL BUS ONLY 8A-4P,,,8,16,8,,,,,,,,1,,bus,
R8-SCHBUSX-11,"SCHOOL,BUS,ONLY,7-9AM,1-3PM",,,7,9,2,,,,,,,,1,,bus,
R8-SCHBUSX-11,"SCHOOL,BUS,ONLY,7-9AM,1-3PM",,,13,15,2,,,,,,,,1,,bus,
R8-SCHBUSX-12,SCHOOL BUS ONLY 7-9 AM 2-4 PM EXCEPT SAT-SUN-HOL,,,7,9,2,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-12,SCHOOL BUS ONLY 7-9 AM 2-4 PM EXCEPT SAT-SUN-HOL,,,14,16,2,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-13,SCHOOL BUS ONLY 7AM-4PM,,,7,16,9,,,,,,,,1,,bus,
R8-SCHBUSX-14,SCHOOL BUS ONLY 5AM-7PM,,,5,19,14,,,,,,,,1,,bus,
R8-SCHBUSX-15,SCHOOL BUS ONLY 7AM-3PM,,,7,15,8,,,,,,,,1,,bus,
R8-SCHBUSX-16,"SCHOOL,BUS,ONLY,7AM-5PM",,,7,17,10,,,,,,,,1,,bus,
R8-SCHBUSX-17,SCHOOL BUS ONLY 2-4P EXC SAT-SUN-HOL,,,14,16,2,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-18,SCHOOL BUS ONLY 10A-2P WED-FRI,,,10,14,4,,,1,1,1,,,,,bus,
R8-SCHBUSX-19,SCHOOL BUS ONLY 7-10 AM 2-5 PM EXCEPT SAT-SUN-HOL,,,7,10,3,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-19,SCHOOL BUS ONLY 7-10 AM 2-5 PM EXCEPT SAT-SUN-HOL,,,14,17,3,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-20,SCHOOL BUS ONLY 7-10A 2-4P EXC SAT-SUN-HOL,,,7,10,3,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-20,SCHOOL BUS ONLY 7-10A 2-4P EXC SAT-SUN-HOL,,,14,16,2,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-21,SCHOOL BUS ONLY 8-10 AM 3-5 PM EXCEPT SAT-SUN-HOL,,,8,10,2,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-21,SCHOOL BUS ONLY 8-10 AM 3-5 PM EXCEPT SAT-SUN-HOL,,,15,17,2,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-22,SCHOOL BUS ONLY 7-10 AM 1-4 PM.,,,7,10,3,,,,,,,,1,,bus,
R8-SCHBUSX-22,SCHOOL BUS ONLY 7-10 AM 1-4 PM.,,,13,16,3,,,,,,,,1,,bus,
R8-SCHBUSX-23,SCHOOL BUS ONLY 7-9A 2-4P EXC SAT-SUN-HOL,,,7,9,2,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-23,SCHOOL BUS ONLY 7-9A 2-4P EXC SAT-SUN-HOL,,,14,16,2,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-24,SCHOOL BUS ONLY 7 AM -4 PM,,,7,16,9,,,,,,,,1,,bus,
R8-SCHBUSX-25,SCHOOL BUS ONLY 7 AM- 9 AM 1 PM - 3 PM EXCEPT SAT-SUN-HOL,,,7,9,2,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-25,SCHOOL BUS ONLY 7 AM- 9 AM 1 PM - 3 PM EXCEPT SAT-SUN-HOL,,,13,15,2,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-26,SCHOOL BUS ONLY 7A-4P,,,7,16,9,,,,,,,,1,,bus,
R8-SCHBUSX-27,SCHOOL BUS ONLY 7AM-5PM,,,7,17,10,,,,,,,,1,,bus,
R8-SCHBUSX-28,School Bus Only 7-9AM 2-4PM Exc Sat Sun Hol,,,7,9,2,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-28,School Bus Only 7-9AM 2-4PM Exc Sat Sun Hol,,,14,16,2,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-29,SCHOOL BUS ONLY 7-9A 2-4P EXC SAT-SUN-HOL,,,7,9,2,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-29,SCHOOL BUS ONLY 7-9A 2-4P EXC SAT-SUN-HOL,,,14,16,2,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-30,SCHOOL BUS ONLY 7-9A 4-6P EXC SAT-SUN-HOL,,,7,9,2,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-30,SCHOOL BUS ONLY 7-9A 4-6P EXC SAT-SUN-HOL,,,16,18,2,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-31,SCHOOL BUS ONLY 8-10 AM 2-4 PM EXCEPT SAT-SUN-HOL,,,8,10,2,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-31,SCHOOL BUS ONLY 8-10 AM 2-4 PM EXCEPT SAT-SUN-HOL,,,14,16,2,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-32,SCHOOL BUS ONLY 8-10 AM 2-4 PM EXCEPT SAT-SUN-HOL SEPT-JULY,"09-01,07-31",,8,10,2,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-32,SCHOOL BUS ONLY 8-10 AM 2-4 PM EXCEPT SAT-SUN-HOL SEPT-JULY,"09-01,07-31",,14,16,2,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-33,SCHOOL BUS ONLY 7-9 A 2-4 P EXC SAT-SUN-HOL,,,7,9,2,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-33,SCHOOL BUS ONLY 7-9 A 2-4 P EXC SAT-SUN-HOL,,,14,16,2,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-34,SCHOOL BUS ONLY 7-9AM 1-5PM EXCEPT SAT-SUN-HOL,,,7,9,2,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-34,SCHOOL BUS ONLY 7-9AM 1-5PM EXCEPT SAT-SUN-HOL,,,13,17,4,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-35,SCHOOL BUS ONLY 8AM-5PM  EXC SAT-SUN-HOL,,,8,17,9,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-36,SCHOOL BUS ONLY 7-9AM 2-4P EXC SAT-SUN-HOL,,,7,9,2,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-36,SCHOOL BUS ONLY 7-9AM 2-4P EXC SAT-SUN-HOL,,,14,16,2,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-37,SCHOOL BUS ONLY 8AM-4PM EXCEPT SAT-SUN-HOL,,,8,16,8,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-38,SCHOOL BUS ONLY 7AM-7PM,,,7,19,12,,,,,,,,1,,bus,
R8-SCHBUSX-39,SCHOOL BUS ONLY 7A-10P EXP SUN-HOL,,,7,22,15,1,1,1,1,1,,,,,bus,
R8-SCHBUSX-40,SCHOOL BUS ONLY 8AM-4PM,,,8,16,8,,,,,,,,1,,bus,
R8-SCHBUSX-41,"SCHOOL,BUS,ONLY 7AM-5PM",,,7,17,10,,,,,,,,1,,bus,
R8-SCHBUSX-42,SCHOOL BUS ONLY 2 PM-3 PM MON-FRI 30 MINUTE TRUCK LOAD ONLY ALL OTHER TIMES,,,0,24,24,,,,,,,,1,,bus,
R8-SCHLD8,SCHOOL LOAD ONLY 8A-5P EXC SAT-SUN-HOL,,,8,17,9,1,1,1,1,1,,,,,bus,
R8-SCHLD8-1,SCHOOL LOAD ONLY 8AM-5PM,,,8,17,9,,,,,,,,1,,bus,
R8-SCHLD8-2,SCHOOL LOAD ONLY 8A-4P EXC SAT-SUN-HOL,,,8,16,8,1,1,1,1,1,,,,,bus,
R8-SCHLD8-3,SCHOOL LOAD ONLY 8 AM - 5 PM EXCEPT SAT-SUN-HOL,,,8,17,9,1,1,1,1,1,,,,,bus,
R8-SCHLD8-4,SCHOOL LOAD ONLY 7AM-4PM,,,7,16,9,,,,,,,,1,,bus,
R8-SCHLD8-5,"SCHOOL LOAD ONLY 7-9AM,2-4PM",,,7,9,2,,,,,,,,1,,bus,
R8-SCHLD8-5,"SCHOOL LOAD ONLY 7-9AM,2-4PM",,,14,16,2,,,,,,,,1,,bus,
R8-SCHLD8-6,"SCHOOL LOAD ONLY 7AM-10AM,2PM-4PM",,,7,10,3,,,,,,,,1,,bus,
R8-SCHLD8-6,"SCHOOL LOAD ONLY 7AM-10AM,2PM-4PM",,,14,16,2,,,,,,,,1,,bus,
R8-SCHLD8-7,"SCHOOL LOAD ONLY 7AM-4PM,MON-FRI",,,7,16,9,1,1,1,1,1,,,1,,bus,
R8-SCHLD8-8,SCHOOL LOAD ONLY 8-9A 2-4P EXC SAT-SUN-HOL,,,8,9,1,1,1,1,1,1,,,1,,bus,
R8-SCHLD8-8,SCHOOL LOAD ONLY 8-9A 2-4P EXC SAT-SUN-HOL,,,14,16,2,1,1,1,1,1,,,1,,bus,
R8-SCHLD8-9,SCHOOL LOAD  ONLY 8AM - 5PM,,,8,17,9,,,,,,,,1,,bus,
R8-SCHLD8-10,SCHOOL LOAD ONLY 8-9A 2-4P EXC SAT-SUN-HOL,,,8,9,1,1,1,1,1,1,,,1,,bus,
R8-SCHLD8-10,SCHOOL LOAD ONLY 8-9A 2-4P EXC SAT-SUN-HOL,,,14,16,2,1,1,1,1,1,,,1,,bus,
R8-SCHLD82,SCHOOL LOAD ONLY 8-10AM 2-4PM,,,8,10,2,,,,,,,,1,,bus,
R8-SCHLD82,SCHOOL LOAD ONLY 8-10AM 2-4PM,,,14,16,2,,,,,,,,1,,bus,
R8-SCHLD82-1,SCHOOL LOAD ONLY 8-10A 2-4P EXC SAT-SUN-HOL,,,8,10,2,1,1,1,1,1,,,1,,bus,
R8-SCHLD82-1,SCHOOL LOAD ONLY 8-10A 2-4P EXC SAT-SUN-HOL,,,14,16,2,1,1,1,1,1,,,1,,bus,
R8-SCHLD82-2,"SCHOOL LOAD ONLY 7-9AM,2-4PM",,,7,9,2,,,,,,,,1,,bus,
R8-SCHLD82-2,"SCHOOL LOAD ONLY 7-9AM,2-4PM",,,14,16,2,,,,,,,,1,,bus,
R8-SCHLD8X,30 MINUTE SCHOOL LOAD ONLY 6-9AM 4-7PM EXCEPT SAT-SUN-HOL PAY @ PS 9AM-4PM 7-8PM MON THRU FRI 8AM-8PM SAT,,,6,9,3,1,1,1,1,1,,,,,bus,
R8-SCHLD8X,30 MINUTE SCHOOL LOAD ONLY 6-9AM 4-7PM EXCEPT SAT-SUN-HOL PAY @ PS 9AM-4PM 7-8PM MON THRU FRI 8AM-8PM SAT,,,16,19,3,1,1,1,1,1,,,,,bus,
R8-SCHLD8X,30 MINUTE SCHOOL LOAD ONLY 6-9AM 4-7PM EXCEPT SAT-SUN-HOL PAY @ PS 9AM-4PM 7-8PM MON THRU FRI 8AM-8PM SAT,,,9,16,7,1,1,1,1,1,,,,,,
R8-SCHLD8X,30 MINUTE SCHOOL LOAD ONLY 6-9AM 4-7PM EXCEPT SAT-SUN-HOL PAY @ PS 9AM-4PM 7-8PM MON THRU FRI 8AM-8PM SAT,,,19,20,1,1,1,1,1,1,,,,,,
R8-SCHLD8X,30 MINUTE SCHOOL LOAD ONLY 6-9AM 4-7PM EXCEPT SAT-SUN-HOL PAY @ PS 9AM-4PM 7-8PM MON THRU FRI 8AM-8PM SAT,,,8,20,12,,,,,,1,,,,,
R8-SCHLD8X-1,"30 M SCHOOL LOAD ONLY 6-9AM 4-6PM EXC SAT-SUN-HOL PAY @ PS 9AM-4PM, 6-8PM MON THRU FRI 8AM-8PM SAT",,,6,9,3,1,1,1,1,1,,,,,bus,
R8-SCHLD8X-1,"30 M SCHOOL LOAD ONLY 6-9AM 4-6PM EXC SAT-SUN-HOL PAY @ PS 9AM-4PM, 6-8PM MON THRU FRI 8AM-8PM SAT",,,16,18,2,1,1,1,1,1,,,,,bus,
R8-SCHLD8X-1,"30 M SCHOOL LOAD ONLY 6-9AM 4-6PM EXC SAT-SUN-HOL PAY @ PS 9AM-4PM, 6-8PM MON THRU FRI 8AM-8PM SAT",,,9,16,7,1,1,1,1,1,,,,,,
R8-SCHLD8X-1,"30 M SCHOOL LOAD ONLY 6-9AM 4-6PM EXC SAT-SUN-HOL PAY @ PS 9AM-4PM, 6-8PM MON THRU FRI 8AM-8PM SAT",,,18,20,2,1,1,1,1,1,,,,,,
R8-SCHLD8X-1,"30 M SCHOOL LOAD ONLY 6-9AM 4-6PM EXC SAT-SUN-HOL PAY @ PS 9AM-4PM, 6-8PM MON THRU FRI 8AM-8PM SAT",,,8,20,12,,,,,,1,,,,,
R8-SCHLD8X-2,"5 MINUTE SCHOOL LOAD ONLY 7-10AM 2-6PM  EXC SAT-SUN-HOL, PAY AT PAY STATION 10AM-2PM 6-8PM MON THRU FRI 8AM-8PM SAT",,,7,10,3,1,1,1,1,1,,,,,bus,
R8-SCHLD8X-2,"5 MINUTE SCHOOL LOAD ONLY 7-10AM 2-6PM  EXC SAT-SUN-HOL, PAY AT PAY STATION 10AM-2PM 6-8PM MON THRU FRI 8AM-8PM SAT",,,14,18,4,1,1,1,1,1,,,,,bus,
R8-SCHLD8X-2,"5 MINUTE SCHOOL LOAD ONLY 7-10AM 2-6PM  EXC SAT-SUN-HOL, PAY AT PAY STATION 10AM-2PM 6-8PM MON THRU FRI 8AM-8PM SAT",,,10,14,4,1,1,1,1,1,,,,,,
R8-SCHLD8X-2,"5 MINUTE SCHOOL LOAD ONLY 7-10AM 2-6PM  EXC SAT-SUN-HOL, PAY AT PAY STATION 10AM-2PM 6-8PM MON THRU FRI 8AM-8PM SAT",,,18,20,2,1,1,1,1,1,,,,,,
R8-SCHLD8X-3,"30 M SCHOOL LOAD ONLY 8AM-8PM EXC SAT-SUN-HOL, PAY AT PAY STATION 8AM-8PM SAT",,,8,20,12,1,1,1,1,1,,,,,bus,
R8-SCHLD8X-3,"30 M SCHOOL LOAD ONLY 8AM-8PM EXC SAT-SUN-HOL, PAY AT PAY STATION 8AM-8PM SAT",,,8,20,12,,,,,,1,,,,,
R8-SCHLDX,SCHOOL LOAD ONLY NO PARKING ANYTIME,,,0,24,24,,,,,,,,1,,bus,
R8-SCHLDX-1,15 M SCHOOL LOAD ONLY 7-10A 3-6P EXC SAT-SUN-HOL,,,7,10,3,1,1,1,1,1,,,,,bus,
R8-SCHLDX-1,15 M SCHOOL LOAD ONLY 7-10A 3-6P EXC SAT-SUN-HOL,,,15,18,3,1,1,1,1,1,,,,,bus,
R8-SCHLDX-2,5 MINUTE SCHOOL LOAD ONLY 7-9 AM 2-4 PM EXCEPT SAT-SUN-HOL,,,7,9,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-2,5 MINUTE SCHOOL LOAD ONLY 7-9 AM 2-4 PM EXCEPT SAT-SUN-HOL,,,14,16,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-7,5 MINUTE SCHOOL LOAD ONLY 8-10 AM 2-4 PM EXCEPT SAT-SUN-HOL,,,8,10,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-7,5 MINUTE SCHOOL LOAD ONLY 8-10 AM 2-4 PM EXCEPT SAT-SUN-HOL,,,14,16,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-3,SCHOOL LOAD ONLY 7A-4P EXC SAT-SUN-HOL,,,7,16,9,1,1,1,1,1,,,,,bus,
R8-SCHLDX-4,15 MINUTE SCHOOL LOAD ONLY 8A-10P 2-4P EXC SAT-SUN-HOL NP ALL OTHER TIMES,,,0,24,24,,,,,,,,1,,bus,
R8-SCHLDX-5,5 MINUTE SCHOOL LOAD ONLY 9-10AM 3-4PM MON-FRI,,,9,10,1,1,1,1,1,1,,,,,bus,
R8-SCHLDX-5,5 MINUTE SCHOOL LOAD ONLY 9-10AM 3-4PM MON-FRI,,,15,16,1,1,1,1,1,1,,,,,bus,
R8-SCHLDX-6,15 M SCHOOL LOAD ONLY 8-9A 2-4P EXC SAT-SUN-HOL,,,8,9,1,1,1,1,1,1,,,,,bus,
